age,fnlwgt,educational-num,hours-per-week,log-capital-gain,log-capital-loss,private_workclass,postgrad_education,after_HS_education,school_education,married,occupation_cat_blue_collar,occupation_cat_others,occupation_cat_service,occupation_cat_white_collar,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_white,gender_male,country_US,high_income
18,328937,4,20,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,False,True,True,False
22,399087,3,40,0.0,0.0,True,0,0,1,1,1,0,0,0,0,0,1,0,0,0,True,False,False,False
31,147284,16,99,0.0,7.589841512182657,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
47,155124,11,40,0.0,7.4205789054108005,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
51,229259,13,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
34,355700,9,20,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
20,34706,10,47,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,True,True,False
47,246739,13,55,11.512925464970229,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
26,98114,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
27,188171,6,60,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
36,96452,13,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
58,95763,10,60,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
37,230035,9,46,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
17,163836,6,12,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
55,194436,5,40,0.0,0.0,True,0,0,1,1,1,0,0,0,0,0,0,0,0,1,True,False,True,False
38,218015,10,48,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
32,280077,9,60,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
25,203408,10,40,0.0,0.0,False,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
37,329980,14,60,0.0,7.789868559054706,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
29,250819,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
29,32897,9,25,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
35,242094,9,40,0.0,0.0,True,0,1,0,1,0,0,1,0,0,0,1,0,0,0,False,True,True,False
29,179681,9,37,0.0,0.0,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,False,True,False
68,121846,4,20,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False,True,False
47,265097,9,45,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
69,171050,9,9,0.0,0.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,True,False,True,False
34,51543,10,48,0.0,0.0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,True,True,False
30,169583,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,True
78,188044,13,40,0.0,7.780303087908373,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
41,373403,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
29,153167,10,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,False,False,True,False
32,131588,10,20,0.0,0.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
32,52537,10,38,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,True,True,False
39,560313,14,45,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,False,True,True,True
59,291856,9,40,0.0,0.0,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0,True,True,True,False
21,241367,10,10,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
25,404616,13,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
32,216361,10,16,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,False
30,355571,9,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,False,False,True,False
51,152754,13,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
38,33001,13,55,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
56,188166,9,40,0.0,0.0,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0,True,True,True,False
42,318947,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,False,True,False
39,167140,14,40,0.0,0.0,True,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
24,119629,10,37,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
52,159670,12,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
35,152307,9,40,0.0,7.303843225277705,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
54,392286,12,50,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
31,186420,14,25,0.0,0.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
44,317320,10,40,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,0,1,0,True,False,True,False
55,359972,13,40,0.0,7.543273346705446,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
24,266971,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
34,154874,11,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
35,56201,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,False,False
20,238917,7,32,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,False,False
58,100960,5,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
52,197322,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
35,187625,10,65,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
44,79864,14,20,0.0,0.0,True,1,0,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
27,150296,9,32,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,False,True,False
34,305619,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
76,152802,10,8,0.0,0.0,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0,True,True,True,False
52,190333,10,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
39,196673,9,40,8.519989278718239,0.0,True,0,1,0,1,0,0,1,0,0,0,0,0,0,1,True,False,True,False
34,181152,9,35,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,False,False,True,False
56,175127,6,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
53,281590,9,40,9.617470759403409,0.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,True
20,163870,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
26,130557,13,35,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
35,199753,10,60,0.0,0.0,False,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
39,33487,7,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
58,201393,12,40,0.0,7.537430036586509,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
40,163215,13,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,False,False
45,219632,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
30,254905,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
42,171615,9,55,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
31,195181,14,35,0.0,0.0,False,1,0,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
34,195891,13,50,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,True
26,483822,4,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,0,1,0,True,True,False,False
71,172652,13,30,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
30,180656,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,0,1,0,0,0,0,True,True,False,False
31,173495,9,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
39,187693,9,72,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
27,70657,10,35,0.0,0.0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
46,129007,13,40,0.0,7.589841512182657,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
28,101774,10,50,0.0,7.522400231387125,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
60,129447,9,35,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
56,183169,14,40,0.0,0.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
32,198068,7,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
21,77665,10,35,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
52,117674,10,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
30,426017,7,19,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,False,True,False
22,209034,10,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
34,314646,5,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
67,45814,4,40,0.0,0.0,False,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
25,431861,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
33,609789,12,40,0.0,0.0,True,0,1,0,1,1,0,0,0,0,0,0,0,1,0,True,True,True,False
40,143046,13,45,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
17,41979,6,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
32,104509,9,25,0.0,0.0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
47,298037,11,44,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
42,103932,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
42,201732,10,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
55,27227,10,35,0.0,7.589841512182657,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,True
28,175262,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,False,False
51,120781,15,70,11.512925464970229,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,False,True,False,True
17,111332,7,20,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
64,275034,10,35,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
51,44000,14,50,11.512925464970229,0.0,True,1,0,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,True
53,118793,9,40,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
24,182342,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
53,87158,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,False
34,30497,13,60,9.617470759403409,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
45,167159,13,50,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
19,458558,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,0,0,0,0,0,1,True,False,True,False
42,99185,10,40,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
19,244115,9,30,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,False,True,True,False
20,121313,6,40,0.0,0.0,False,0,0,1,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
17,266134,6,12,0.0,0.0,True,0,0,1,0,0,0,1,0,0,0,0,1,0,0,True,True,True,False
63,167501,10,10,9.906084178383393,0.0,False,0,1,0,1,0,0,0,1,0,0,0,0,0,1,True,False,True,True
37,138192,9,45,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
39,140477,9,10,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,False,True,False
30,178952,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
52,186117,9,56,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
28,69621,12,60,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
22,214134,6,84,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,False,True,True,False
19,263338,9,20,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
32,42485,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,True,True,True,False
24,159580,13,75,0.0,0.0,True,0,1,0,0,0,0,1,0,0,0,0,1,0,0,False,False,True,False
35,33397,9,35,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
42,275677,11,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
17,32607,6,20,0.0,0.0,True,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
41,84610,13,60,0.0,7.551186867296149,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
41,144144,9,30,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,False,False,True,False
47,118447,13,60,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
20,279538,7,35,7.993619994827744,0.0,True,0,0,1,1,1,0,0,0,0,0,1,0,0,0,True,True,True,False
79,23275,6,20,0.0,0.0,False,0,0,1,1,0,1,0,0,1,0,0,0,0,0,True,True,True,False
24,189749,7,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
50,69345,11,55,8.04044688130311,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
19,238144,10,20,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
35,133935,10,40,0.0,0.0,False,0,1,0,1,1,0,0,0,0,1,0,0,0,0,True,True,True,False
32,242323,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
31,83671,10,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,False,False,True,False
59,162136,10,56,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
25,110978,12,37,0.0,0.0,True,0,1,0,1,0,0,0,1,0,0,0,0,0,1,False,False,False,True
42,348886,13,45,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
40,77370,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
19,213644,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
48,33669,10,60,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
45,337825,9,45,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
48,131762,9,30,0.0,0.0,True,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,False,True,False
46,172822,9,40,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
34,108247,15,55,0.0,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
65,444725,15,48,0.0,0.0,True,0,1,0,1,1,0,0,0,0,1,0,0,0,0,True,True,False,True
49,199378,10,22,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
41,203451,10,15,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
46,146497,9,40,0.0,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
41,199018,10,40,0.0,7.316548177182976,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,True,True,True,False
33,186824,10,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
46,83064,10,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
59,205949,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,False,False,True,False
18,128538,7,25,0.0,0.0,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
67,126514,10,4,0.0,0.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,True,False,True,False
73,131982,13,5,0.0,0.0,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0,False,True,False,False
22,203182,10,43,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
27,309463,5,10,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
26,209440,9,55,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
24,152719,10,15,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False
64,168340,9,40,0.0,0.0,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0,True,True,False,True
40,202692,9,35,0.0,0.0,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
19,28967,10,40,0.0,0.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,0,True,True,True,False
50,196963,4,30,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,False,True,False
27,162312,10,50,0.0,0.0,False,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,True,False,False
18,65249,8,30,0.0,0.0,False,0,0,1,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
36,116133,9,57,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
39,130007,10,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,True,True,True,False
39,183620,10,40,0.0,0.0,False,0,1,0,0,1,0,0,0,0,1,0,0,0,0,False,False,True,True
36,367020,4,35,0.0,0.0,False,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
18,153663,10,4,0.0,0.0,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,True,True,True,False
44,185602,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,True,False,True,False
34,312055,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
59,515712,4,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
41,176452,9,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,False
28,306830,12,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,False,False
32,209808,10,47,0.0,7.462214939768189,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
37,239161,10,52,0.0,0.0,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,True,True,False
30,185336,10,37,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,0,1,0,False,False,True,False
39,156780,9,40,0.0,0.0,True,0,1,0,1,0,0,1,0,0,0,1,0,0,0,False,False,False,False
28,54670,12,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,False,False
43,184018,12,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
39,33355,9,48,8.895492631451633,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
36,200904,12,21,0.0,0.0,False,0,1,0,1,0,1,0,0,0,0,0,0,0,1,False,False,False,False
34,379798,13,60,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
32,294121,12,50,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,False,True,False
36,186808,13,40,0.0,0.0,True,0,1,0,1,1,0,0,0,0,0,0,1,0,0,True,True,True,True
40,200671,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,False,True,True,False
24,107801,9,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
27,210313,9,50,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,False
25,316688,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,False,True,True,False
33,200246,10,40,0.0,0.0,True,0,1,0,1,0,0,0,1,0,1,0,0,0,0,True,True,True,False
41,112362,9,38,0.0,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
28,181659,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
24,112706,11,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,True,True,False
56,32316,8,40,0.0,0.0,False,0,0,1,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
58,142326,13,50,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
22,125542,7,40,0.0,0.0,True,0,0,1,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
73,173047,13,15,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
29,126822,9,35,0.0,0.0,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
33,150324,11,40,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,False
32,178109,13,36,0.0,0.0,True,0,1,0,0,1,0,0,0,0,1,0,0,0,0,True,True,True,False
24,123226,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
24,209782,13,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True,False,True,False
29,309463,5,40,0.0,0.0,True,0,0,1,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
37,125550,9,35,9.552865680310473,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,True
39,259716,9,40,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,True,False,False,False
38,229009,9,45,0.0,0.0,True,0,1,0,1,0,0,1,0,1,0,0,0,0,0,True,True,True,False
29,356089,13,40,8.94754601503218,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
23,124971,10,40,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
29,419722,12,40,8.209308411646937,0.0,False,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,False
34,98101,13,45,8.94754601503218,0.0,False,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,False,True
66,269665,9,25,0.0,0.0,True,0,1,0,0,0,0,0,1,0,1,0,0,0,0,True,False,True,False
56,197114,9,28,0.0,0.0,True,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,True,False
27,84977,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
54,71344,14,50,0.0,0.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,0,True,True,True,True
30,87418,13,45,0.0,0.0,True,0,1,0,1,0,0,0,1,1,0,0,0,0,0,True,True,True,True
29,115305,11,40,8.94754601503218,0.0,False,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,True
25,306908,9,40,0.0,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,True,True,True,False
46,503923,9,40,8.386400901166214,0.0,True,0,1,0,1,1,0,0,0,1,0,0,0,0,0,False,True,True,True
