Zip,Merchant State,User_Freq_Day,Time_Diff_Hours,MCC,Merchant City,Amount,Is Fraud?
50956.44211506332,5,1,64727.25,3504,13,471.0,1
52803.0,22,1,20228.383333333335,5912,20,77.48,0
50956.44211506332,5,1,0.0,4121,13,28.75,0
50956.44211506332,59,1,9959.666666666666,4121,20,30.43,0
50956.44211506332,5,1,9685.933333333332,4121,13,37.09,0
50956.44211506332,5,1,16531.016666666666,4121,13,38.6,0
40322.0,32,1,17496.033333333333,5300,20,83.29,0
50956.44211506332,5,1,351.3333333333333,4121,13,34.96,0
40299.0,32,1,12168.083333333334,4121,9,34.34,0
50956.44211506332,29,1,18440.233333333334,5211,20,133.31,1
18969.0,55,1,0.0,5541,20,149.31,0
50956.44211506332,5,1,56011.9,4784,13,15.72,0
18969.0,55,1,8616.333333333334,7210,20,20.17,0
18969.0,55,1,16449.616666666665,5411,20,11.25,0
50956.44211506332,29,1,4220.133333333333,5932,20,121.51,1
50956.44211506332,29,1,4013.0833333333335,3504,20,159.55,1
18974.0,55,1,2031.8833333333334,5912,20,70.43,0
70517.0,33,1,0.0,5812,20,5.55,0
70512.0,33,1,3480.3166666666666,5411,20,6.14,0
70510.0,33,1,4429.783333333334,5541,20,14.8,0
50956.44211506332,5,1,2721.55,5310,13,212.13,1
70510.0,33,1,5071.95,5541,20,59.0,0
70510.0,33,1,23016.316666666666,5499,20,-85.0,0
70510.0,33,1,10871.95,5499,20,83.0,0
70510.0,33,1,9479.766666666666,5541,20,38.47,0
49686.0,37,1,0.0,9402,20,24.2,0
50956.44211506332,5,1,11593.6,4899,13,194.78,0
78218.0,61,1,0.0,4829,16,100.0,0
78218.0,61,1,33311.65,4829,16,80.0,0
74011.0,53,1,0.0,7538,20,25.91,0
73933.0,53,1,16709.383333333335,8021,20,131.49,0
50956.44211506332,5,3,20496.566666666666,5311,13,61.29,1
50956.44211506332,5,3,1.2,3780,13,289.0,1
50956.44211506332,5,3,3.9833333333333334,4829,13,187.15,1
50956.44211506332,5,1,2655.383333333333,4814,13,150.64,1
79079.0,61,1,6143.133333333333,5310,20,182.41,1
50956.44211506332,5,1,61345.7,5300,13,164.16,1
74006.0,53,1,18837.583333333332,5541,20,92.0,0
50956.44211506332,5,2,0.0,4814,13,141.43,1
50956.44211506332,5,2,2.5833333333333335,7996,13,101.23,1
50956.44211506332,5,1,3548.4,3393,13,414.0,1
75656.0,61,1,24413.616666666665,7832,20,17.23,0
86004.0,3,1,0.0,5541,20,90.0,0
47803.0,25,1,393.43333333333334,3008,20,287.65,1
86003.0,3,1,14415.833333333334,5932,20,182.82,1
50956.44211506332,5,1,10796.45,5311,13,26.66,1
50956.44211506332,5,1,32.4,5300,13,121.01,1
50956.44211506332,5,2,45595.98333333333,5300,13,221.5,1
50956.44211506332,5,2,6.95,5311,13,282.33,1
86003.0,3,1,5705.233333333334,7832,20,61.27,0
50956.44211506332,5,1,24156.25,7349,13,77.91,0
85711.0,3,1,0.0,5541,19,9.74,0
50956.44211506332,42,1,18039.35,5712,20,278.19,1
50956.44211506332,42,1,92.1,5932,20,205.87,1
50956.44211506332,42,1,76.21666666666667,5712,20,239.2,1
85711.0,3,1,8087.966666666666,7210,19,21.94,0
50956.44211506332,51,2,2344.733333333333,5651,20,156.37,1
50956.44211506332,51,2,5.7,5912,20,217.74,1
50956.44211506332,51,2,162.51666666666668,3509,20,326.0,1
50956.44211506332,51,2,0.8833333333333333,5651,20,103.94,1
50956.44211506332,51,1,26.533333333333335,5411,20,82.54,1
85719.0,3,1,35403.583333333336,4829,19,60.0,0
50956.44211506332,4,1,3163.4166666666665,5310,20,113.37,1
50956.44211506332,5,1,13613.066666666668,4121,13,15.16,0
85711.0,3,1,35496.25,5411,19,15.44,0
85711.0,3,1,7055.983333333334,4121,19,20.31,0
85711.0,3,1,3784.2833333333333,5541,19,97.0,0
85711.0,3,1,6002.533333333334,5411,19,93.87,0
85711.0,3,1,27935.5,5912,19,88.51,0
44134.0,52,1,0.0,5411,20,59.53,0
44134.0,52,1,4824.866666666667,5499,20,0.58,0
44134.0,52,1,60831.21666666667,5499,20,0.53,0
44134.0,52,1,14287.716666666667,5499,20,0.71,0
92692.0,5,1,14689.1,5499,20,0.69,0
50956.44211506332,5,2,23177.55,4899,13,10.75,1
50956.44211506332,5,2,5.85,5311,13,55.27,1
50956.44211506332,5,1,70.46666666666667,4121,13,83.6,1
72395.0,2,1,0.0,5499,20,81.0,0
50956.44211506332,29,1,92954.15,5311,20,23.43,1
50956.44211506332,29,1,377.06666666666666,5310,20,37.46,1
50956.44211506332,5,1,0.0,9402,13,3.35,1
50956.44211506332,5,1,0.0,5300,13,168.62,1
50956.44211506332,5,1,25.716666666666665,5300,13,102.64,1
50956.44211506332,5,2,38.71666666666667,5310,13,137.42,1
50956.44211506332,5,2,6.033333333333333,5045,13,49.42,1
50956.44211506332,29,1,6211.366666666667,5812,20,1.97,0
77061.0,61,1,22898.816666666666,5921,5,12.76,0
91436.0,5,1,0.0,5311,20,53.24,0
38501.0,60,1,0.0,5300,20,88.2,0
38501.0,60,1,11977.383333333333,5651,20,54.58,0
38501.0,60,1,46800.916666666664,5921,20,9.89,0
50956.44211506332,5,1,0.0,4899,13,221.62,0
50956.44211506332,5,1,5621.6,4121,13,21.48,0
50956.44211506332,5,1,10799.083333333334,4121,13,20.96,0
50956.44211506332,5,1,1828.7666666666667,5311,13,79.0,1
37204.0,60,1,3803.4333333333334,5411,20,2.83,0
37190.0,60,1,1593.2166666666667,5541,20,86.0,0
50956.44211506332,29,1,50952.28333333333,5921,20,36.97,1
37190.0,60,1,7837.916666666667,5541,20,3.15,0
33125.0,14,1,0.0,4829,10,1.35,1
33413.0,14,1,53.6,5816,20,12.72,1
8401.0,47,1,10993.683333333332,7995,20,84.43,0
33177.0,14,1,8133.366666666667,4829,10,140.0,0
33175.0,14,1,9631.966666666667,5912,10,31.37,0
33175.0,14,1,37678.55,5814,10,21.83,0
33175.0,14,1,50466.76666666667,5411,10,21.01,0
36693.0,1,1,0.0,5912,20,3.38,0
36693.0,1,1,30911.516666666666,5499,20,1.43,0
44820.0,52,1,9582.366666666667,4829,20,132.07,1
36695.0,1,1,18935.0,5411,20,2.4,0
50956.44211506332,5,1,4451.45,5815,13,5.13,1
50956.44211506332,5,1,171.25,4411,13,1198.09,1
36693.0,1,1,6666.783333333334,5814,20,38.56,0
36693.0,1,1,1261.8166666666666,5541,20,-85.0,0
37040.0,60,1,10876.6,5970,20,35.21,0
36701.0,1,1,19584.033333333333,5942,20,40.38,0
36693.0,1,1,8318.75,5499,20,0.95,0
36695.0,1,1,17250.516666666666,5411,20,2.99,0
95829.0,5,1,0.0,4829,20,40.0,0
95829.0,5,1,20729.2,5812,20,5.34,0
95829.0,5,2,2694.55,5541,20,-53.0,0
95829.0,5,2,0.26666666666666666,5541,20,67.98,0
95829.0,5,1,6527.566666666667,4829,20,60.0,0
95829.0,5,1,9082.233333333334,5812,20,43.08,0
50956.44211506332,5,1,9590.833333333334,3075,13,300.62,1
95829.0,5,1,41936.98333333333,5812,20,50.4,0
50956.44211506332,5,2,0.0,5310,13,116.98,1
91977.0,5,2,2.9,5094,20,144.05,1
50956.44211506332,5,1,835.8666666666667,5815,13,168.04,1
50956.44211506332,29,1,0.0,5310,20,88.91,1
50956.44211506332,29,1,30.733333333333334,5311,20,70.66,1
1532.0,34,1,0.0,5912,20,123.61,0
1581.0,34,1,16443.366666666665,5300,20,72.83,1
1566.0,34,1,2228.65,5300,20,147.59,0
1532.0,34,1,2135.8333333333335,5812,20,14.73,0
50956.44211506332,5,1,2210.266666666667,4121,13,50.7,0
50956.44211506332,5,1,9120.233333333334,4814,13,101.91,0
1583.0,34,1,29814.933333333334,4829,20,80.0,0
1532.0,34,1,14104.583333333334,5921,20,9.75,0
1532.0,34,1,865.7333333333333,5541,20,125.86,0
1532.0,34,1,5324.083333333333,5541,20,129.18,0
1532.0,34,1,2747.2833333333333,5812,20,90.81,0
1534.0,34,1,7092.266666666666,5912,20,61.98,0
1532.0,34,1,408.53333333333336,5541,20,123.39,0
66221.0,31,1,0.0,5300,20,46.72,0
99504.0,0,1,65604.4,3780,20,194.0,0
66223.0,31,1,693.3666666666667,5814,20,83.66,0
66223.0,31,1,17807.8,5814,20,54.88,0
50956.44211506332,29,1,2492.9166666666665,5311,20,70.78,1
66441.0,31,1,15291.733333333334,7832,20,28.92,0
26452.0,70,1,0.0,3393,20,138.97,0
50956.44211506332,5,1,5379.183333333333,3389,13,469.0,1
50956.44211506332,5,1,16.35,3389,13,-469.0,1
50956.44211506332,5,3,7152.25,5719,13,57.61,1
78409.0,61,3,3.966666666666667,5300,20,69.63,1
78380.0,61,3,1.1166666666666667,7922,20,236.87,1
78410.0,61,1,1056.6833333333334,5499,20,-79.0,0
78410.0,61,1,9831.366666666667,5541,20,9.34,0
78410.0,61,1,1182.1166666666666,5541,20,13.47,0
78410.0,61,1,12858.0,5411,20,9.53,0
78427.0,61,1,34994.6,5300,20,133.63,1
50956.44211506332,5,2,24.216666666666665,5311,13,85.24,1
50956.44211506332,5,2,7.15,3006,13,170.58,1
50956.44211506332,5,1,8201.3,5814,13,92.46,1
50956.44211506332,29,1,27149.166666666668,5311,20,363.92,1
50956.44211506332,29,1,73.48333333333333,5912,20,0.08,1
50956.44211506332,29,1,44.61666666666667,4214,20,8.18,1
50956.44211506332,29,1,29.383333333333333,5411,20,13.9,1
50956.44211506332,29,1,93.3,5311,20,32.88,1
50956.44211506332,5,2,0.0,5719,13,11.81,1
50956.44211506332,5,2,4.45,4829,13,94.22,1
85226.0,3,1,19562.683333333334,4121,20,20.87,0
85233.0,3,1,12852.05,5812,20,6.58,0
80221.0,6,1,33347.1,5812,20,13.24,0
85226.0,3,1,6080.083333333333,5541,20,10.51,0
50956.44211506332,5,1,2599.7,7996,13,87.32,1
85233.0,3,1,19063.816666666666,5812,20,11.61,0
32128.0,14,1,0.0,5921,20,11.11,0
50956.44211506332,5,1,2451.15,5311,13,215.12,1
50956.44211506332,5,1,6652.083333333333,5814,13,17.05,1
32128.0,14,1,84784.96666666666,5912,20,7.48,0
50956.44211506332,29,1,3526.116666666667,5311,20,49.64,1
50956.44211506332,5,1,0.0,4784,13,25.47,0
32750.0,14,1,1320.8,4121,20,13.0,0
33060.0,14,1,9176.4,5970,20,44.68,0
50956.44211506332,5,1,7526.683333333333,5719,13,210.98,1
93033.0,5,1,3748.05,4121,20,14.13,0
50956.44211506332,5,1,5061.283333333334,4121,13,17.35,0
32750.0,14,1,24030.133333333335,4900,20,148.91,0
32750.0,14,1,553.9,5211,20,43.47,0
32750.0,14,1,35370.833333333336,4121,20,20.12,0
32750.0,14,1,19685.05,5411,20,37.87,0
50956.44211506332,29,1,1775.4833333333333,4214,20,13.59,1
50956.44211506332,29,1,1627.1666666666667,3509,20,246.68,1
50956.44211506332,42,1,0.0,5651,20,42.44,1
53214.0,69,1,61612.833333333336,5970,20,44.33,0
50956.44211506332,29,1,92758.0,5310,20,12.28,1
53214.0,69,1,7514.016666666666,5970,20,54.92,0
31792.0,18,1,0.0,4829,20,0.81,1
31787.0,18,1,289.31666666666666,5932,20,51.43,1
50956.44211506332,5,1,15906.083333333334,3596,13,148.0,1
31750.0,18,1,57752.566666666666,5499,20,0.94,0
31750.0,18,1,13799.95,5499,20,0.66,0
31733.0,18,1,3761.85,5310,20,57.25,1
50956.44211506332,5,1,114.93333333333334,3775,13,-307.0,1
50956.44211506332,5,1,0.0,5719,13,93.56,1
48188.0,37,1,9246.5,5812,20,50.06,0
48188.0,37,1,9461.933333333332,5813,20,22.22,0
48188.0,37,1,19026.5,5812,20,36.42,0
49246.0,37,1,29047.9,5411,20,3.9,0
50956.44211506332,29,1,28356.983333333334,5947,20,1.78,1
50956.44211506332,29,1,239.11666666666667,5311,20,27.76,1
37821.0,60,1,0.0,5942,20,19.19,0
37766.0,60,1,24298.333333333332,5300,20,13.6,0
29349.0,57,1,0.0,5814,20,11.47,0
50956.44211506332,5,1,9581.516666666666,4784,13,28.31,0
29349.0,57,1,9477.633333333333,5499,20,66.0,0
29360.0,57,1,27005.833333333332,7832,20,24.04,0
29349.0,57,1,1746.3833333333334,5499,20,-83.0,0
50956.44211506332,5,1,1482.9333333333334,4784,13,31.28,0
22553.0,66,1,0.0,4111,20,90.5,0
25159.0,70,1,17859.816666666666,5411,20,10.41,0
22553.0,66,1,7604.133333333333,4111,20,63.94,0
25159.0,70,1,43894.28333333333,5541,20,0.38,0
25159.0,70,1,557.5666666666667,5411,20,8.64,0
50956.44211506332,5,1,668.0666666666667,4722,13,305.92,1
60714.0,24,1,59110.066666666666,5814,20,0.76,0
25159.0,70,1,252.31666666666666,7230,20,69.24,0
50956.44211506332,29,1,11348.416666666666,5311,20,1.12,1
50956.44211506332,29,1,50.43333333333333,5310,20,87.66,1
22553.0,66,1,2200.2,4111,20,73.89,0
78642.0,61,1,0.0,5813,20,0.35,1
78641.0,61,1,4573.166666666667,5814,20,48.29,0
78641.0,61,1,42335.96666666667,5814,20,62.75,0
75956.0,61,1,33696.25,5814,20,72.79,0
50956.44211506332,4,1,0.0,5310,20,220.1,1
90301.0,5,1,18534.75,5813,20,32.78,0
11374.0,50,1,1028.1166666666666,7538,20,106.6,0
50956.44211506332,5,1,12951.85,4112,13,212.99,1
50956.44211506332,5,2,22.3,4722,13,1004.4,1
50956.44211506332,5,2,1.55,5815,13,33.53,1
50956.44211506332,5,1,186.25,3722,13,-324.0,1
50956.44211506332,5,1,11098.7,7349,13,29.46,0
50956.44211506332,5,1,3716.8,4784,13,49.86,0
11375.0,50,1,16784.1,5812,20,59.77,0
50956.44211506332,5,1,18615.95,5912,13,0.83,1
11375.0,50,1,4592.316666666667,5812,20,53.12,0
50956.44211506332,5,1,1432.8833333333334,5094,13,70.81,1
77056.0,61,1,0.0,5499,5,-68.0,0
50956.44211506332,5,1,18818.333333333332,5815,13,18.81,0
77056.0,61,1,3213.6833333333334,5499,5,-60.0,0
77056.0,61,1,47015.45,5541,5,15.17,0
50956.44211506332,5,1,1721.0,5310,13,90.35,1
77058.0,61,1,23455.133333333335,5411,5,153.0,0
77064.0,61,1,7604.7,4829,5,140.0,0
50956.44211506332,5,1,0.0,5310,13,142.58,1
98684.0,68,1,0.0,5812,20,14.57,0
98011.0,68,1,13254.0,5814,20,24.12,0
50956.44211506332,5,1,43047.7,3596,13,-497.0,1
50956.44211506332,5,1,7658.683333333333,5719,13,150.55,1
98034.0,68,1,883.2833333333333,5942,20,5.88,0
98010.0,68,1,6298.483333333334,5812,20,25.12,0
98011.0,68,1,20485.65,5411,20,7.73,0
84660.0,64,1,0.0,7538,20,27.92,0
84414.0,64,1,13090.05,5812,20,34.18,0
50956.44211506332,5,1,7189.283333333334,4829,13,87.41,1
50956.44211506332,5,1,8113.966666666666,4214,13,14.87,1
50956.44211506332,29,1,10439.466666666667,3509,20,274.95,1
84414.0,64,1,17590.733333333334,5814,20,1.72,0
11412.0,50,1,0.0,5411,20,7.28,0
54915.0,69,1,2450.7,5499,20,1.91,0
11412.0,50,1,11517.266666666666,5812,20,4.02,0
11412.0,50,1,6768.116666666667,5541,20,5.24,0
11412.0,50,1,20775.533333333333,4900,20,102.01,0
11412.0,50,1,28073.433333333334,5411,20,44.9,0
50956.44211506332,5,1,0.0,5311,13,93.59,0
95818.0,5,1,9948.266666666666,5812,20,2.97,0
21631.0,35,1,32744.066666666666,5411,20,1.89,1
78645.0,61,1,0.0,5310,20,23.35,1
78632.0,61,1,23424.5,7538,20,91.95,1
78660.0,61,5,186.58333333333334,3359,20,179.32,1
78660.0,61,5,0.0,3359,20,-470.0,1
78660.0,61,5,0.9833333333333333,5311,20,167.26,1
78632.0,61,5,4.066666666666666,5651,20,203.82,1
50956.44211506332,5,5,1.1833333333333333,4784,13,38.25,0
79096.0,61,1,72.15,5300,20,278.39,1
50956.44211506332,5,1,58578.1,3722,13,73.0,1
78681.0,61,1,599.0,5719,20,6.9,0
78633.0,61,1,1586.7166666666667,5411,20,3.34,0
78633.0,61,1,10200.016666666666,5411,20,3.23,0
18102.0,55,1,0.0,5411,20,4.02,0
50956.44211506332,5,1,13953.283333333333,5311,13,360.43,1
50956.44211506332,5,1,0.0,6300,13,171.15,0
43137.0,52,1,37895.433333333334,5311,20,38.91,0
50956.44211506332,5,1,26640.133333333335,4900,13,141.47,0
50956.44211506332,5,1,1184.0333333333333,5311,13,32.43,1
8610.0,47,1,0.0,5251,20,37.38,0
19057.0,55,1,859.9833333333333,5300,20,159.14,1
48146.0,37,1,10292.15,3771,20,166.03,0
95006.0,5,1,0.0,4829,20,120.0,0
50956.44211506332,29,2,1295.55,5411,20,26.45,1
50956.44211506332,29,2,1.2,5411,20,7.27,1
60503.0,24,1,0.0,5942,20,54.27,0
60501.0,24,1,8689.4,5411,20,27.56,0
60501.0,24,1,13270.75,5310,20,27.7,0
60502.0,24,1,34119.583333333336,5812,20,19.39,0
50956.44211506332,5,1,18805.433333333334,5719,13,7.92,1
50956.44211506332,5,1,1684.1166666666666,5310,13,12.58,1
50956.44211506332,29,1,14066.3,5045,20,138.51,1
50956.44211506332,29,1,5224.9,5411,20,91.38,1
75034.0,61,1,0.0,5411,20,155.77,0
75060.0,61,1,17040.533333333333,4829,20,160.0,0
75032.0,61,1,6659.1,5814,20,64.58,0
75032.0,61,1,50278.45,5921,20,17.99,0
50956.44211506332,5,1,23965.666666666668,5311,13,0.65,1
50956.44211506332,5,1,795.0666666666667,5732,13,109.46,1
75032.0,61,1,54559.6,5921,20,26.42,0
50956.44211506332,5,2,13145.45,4112,13,141.56,1
50956.44211506332,5,2,0.18333333333333332,5311,13,123.65,1
75032.0,61,1,4967.5,5651,20,54.64,1
50956.44211506332,5,1,143.78333333333333,3509,13,189.68,1
35211.0,1,1,0.0,5499,20,1.57,0
35211.0,1,1,36593.98333333333,5300,20,27.18,0
35211.0,1,1,87821.35,5411,20,2.35,0
29936.0,57,1,0.0,5814,20,25.27,0
50956.44211506332,5,1,2701.266666666667,6300,13,5.0,0
50956.44211506332,5,1,21477.583333333332,3504,13,500.0,1
50956.44211506332,5,2,48.083333333333336,5310,13,12.65,1
29475.0,57,2,2.9,5411,20,0.03,1
50956.44211506332,5,2,7558.916666666667,4829,13,90.48,1
29150.0,57,2,10.583333333333334,7832,20,75.58,1
30010.0,18,1,31816.016666666666,5812,20,11.69,0
32835.0,14,1,0.0,5541,14,92.98,0
73034.0,53,1,2763.766666666667,5812,20,3.81,0
73034.0,53,1,7418.0,8099,20,20.9,0
73034.0,53,1,17926.316666666666,5411,20,4.46,0
73034.0,53,1,16607.883333333335,5411,20,4.29,0
50956.44211506332,5,1,0.0,3393,13,52.07,1
15068.0,55,1,11696.766666666666,4814,20,11.84,1
50956.44211506332,5,2,38131.48333333333,3722,13,279.0,1
50956.44211506332,5,2,6.666666666666667,5311,13,242.96,1
50956.44211506332,5,1,18.283333333333335,5045,13,4.95,1
50956.44211506332,5,2,1778.6166666666666,5311,13,4.38,1
50956.44211506332,5,2,1.65,5815,13,20.06,1
50956.44211506332,5,2,47.88333333333333,5311,13,66.19,1
50956.44211506332,5,2,2.3833333333333333,5651,13,44.21,1
16046.0,55,1,36982.8,5411,20,31.74,0
50956.44211506332,5,1,11903.316666666668,5300,13,136.5,1
16053.0,55,1,26175.733333333334,5812,20,90.05,0
50956.44211506332,29,1,1232.4,5813,20,81.63,1
50956.44211506332,4,1,0.0,5094,20,208.99,1
50956.44211506332,4,1,112.13333333333334,5193,20,267.29,1
50956.44211506332,4,1,29.216666666666665,5921,20,20.16,1
50956.44211506332,5,2,56446.316666666666,4214,13,1.62,1
50956.44211506332,5,2,0.43333333333333335,5311,13,61.08,1
50956.44211506332,5,1,331.4,4814,13,28.23,0
91764.0,5,1,11472.016666666666,5411,20,14.7,0
50956.44211506332,5,1,19401.033333333333,4814,13,227.18,1
50956.44211506332,5,2,3187.266666666667,5719,13,157.7,1
50956.44211506332,5,2,3.283333333333333,5311,13,67.09,1
50956.44211506332,5,1,11042.683333333332,4722,13,362.0,0
92657.0,5,1,0.0,5812,20,67.44,0
92657.0,5,1,32209.166666666668,5541,20,97.0,0
48462.0,37,1,0.0,4829,20,140.0,0
50956.44211506332,5,1,6382.083333333333,4814,13,50.53,0
48462.0,37,1,20017.866666666665,4829,20,160.0,0
48462.0,37,1,62208.11666666667,4829,20,140.0,0
50956.44211506332,5,1,0.0,4784,13,48.15,0
50956.44211506332,5,1,25249.533333333333,4784,13,69.44,0
50956.44211506332,5,1,8162.5,7996,13,29.45,1
43130.0,52,1,48794.13333333333,5499,20,37.46,0
50956.44211506332,42,1,0.0,5912,20,14.75,1
94606.0,5,1,42142.933333333334,5411,20,16.02,0
50956.44211506332,4,1,10203.116666666667,7011,20,238.53,1
94606.0,5,1,21378.55,5411,20,2.21,0
94606.0,5,1,17048.766666666666,5499,20,29.55,0
53716.0,69,1,0.0,5912,20,60.71,0
53716.0,69,1,2339.6666666666665,5812,20,35.1,0
50956.44211506332,5,1,947.8,3256,13,103.85,1
50956.44211506332,5,1,29.366666666666667,5912,13,46.08,1
50956.44211506332,5,1,114.51666666666667,3509,13,-209.0,1
61350.0,24,1,49395.51666666667,5411,20,13.23,0
32548.0,14,1,0.0,5311,20,17.06,0
50956.44211506332,5,1,9740.6,5732,13,135.91,1
50956.44211506332,5,1,23.55,5310,13,9.09,1
50956.44211506332,5,1,142.76666666666668,3405,13,2.14,1
50956.44211506332,5,1,15338.316666666668,5300,13,8.99,1
50956.44211506332,5,1,24021.283333333333,3509,13,-400.0,1
32439.0,14,1,12554.933333333332,5311,20,128.2,0
32408.0,14,1,15687.533333333333,5411,20,3.31,0
55433.0,38,1,0.0,7230,11,45.18,0
50956.44211506332,5,1,8107.316666666667,4899,13,88.39,0
60006.0,24,1,29541.3,4111,20,38.86,0
50956.44211506332,5,1,0.0,5815,13,53.46,1
78234.0,61,1,26876.716666666667,5912,16,4.44,0
50956.44211506332,5,1,16980.666666666668,4784,13,48.0,0
28124.0,43,1,16090.216666666667,7538,20,26.21,0
50956.44211506332,5,1,27037.816666666666,4784,13,49.7,0
85301.0,3,1,0.0,5300,20,127.9,0
50956.44211506332,21,2,28887.05,5947,20,0.68,1
50956.44211506332,5,2,7.333333333333333,5311,13,54.94,1
50956.44211506332,5,1,114.93333333333334,3640,13,330.06,1
50956.44211506332,5,1,6563.95,7801,13,16.81,0
50956.44211506332,5,1,38107.45,5311,13,9.24,0
91007.0,5,1,21100.833333333332,7802,20,25.03,0
33029.0,14,1,0.0,4111,20,79.23,0
33024.0,14,1,10373.616666666667,7995,20,93.55,0
33024.0,14,1,25626.0,5411,20,8.45,0
50956.44211506332,4,1,9244.3,7011,20,18.14,1
33024.0,14,1,11658.683333333332,5411,20,1.65,0
50956.44211506332,5,2,50954.45,4814,13,317.21,1
50956.44211506332,5,2,0.03333333333333333,5815,13,97.64,1
50956.44211506332,5,1,3983.95,3009,13,557.84,1
50956.44211506332,5,1,23.366666666666667,5300,13,156.42,1
50956.44211506332,5,1,19.466666666666665,3722,13,184.44,1
50956.44211506332,5,1,24781.233333333334,4722,13,384.0,1
33024.0,14,1,21901.216666666667,5812,20,0.82,0
50956.44211506332,4,1,0.0,5211,20,165.68,1
50956.44211506332,5,1,14277.633333333333,3780,13,334.0,1
50956.44211506332,5,1,3248.25,5311,13,139.73,1
50956.44211506332,5,2,4504.416666666667,5311,13,225.33,1
50956.44211506332,5,2,0.05,5193,13,98.25,1
50956.44211506332,5,1,48793.28333333333,5814,13,13.59,1
33922.0,14,1,19536.6,5411,20,47.23,1
50956.44211506332,5,1,1130.1333333333334,7922,13,76.61,1
50956.44211506332,29,1,23116.216666666667,5045,20,80.52,1
50956.44211506332,29,1,357.5833333333333,3389,20,181.0,1
50956.44211506332,29,1,68.18333333333334,3389,20,74.24,1
50956.44211506332,29,1,30.183333333333334,5411,20,35.33,1
20607.0,35,1,0.0,5541,20,123.42,0
20607.0,35,2,3559.016666666667,4121,20,69.0,1
20608.0,35,2,0.4166666666666667,4829,20,48.29,1
20603.0,35,1,12240.466666666667,5499,20,1.39,0
20675.0,35,1,5858.45,5411,20,11.91,1
20613.0,35,1,118.91666666666667,5812,20,8.51,1
50956.44211506332,5,1,21481.533333333333,4814,13,211.58,0
20613.0,35,1,9903.733333333334,7210,20,5.39,1
20603.0,35,1,2159.6833333333334,5812,20,1.97,0
20603.0,35,1,7925.616666666667,5499,20,0.98,0
20603.0,35,1,36569.666666666664,5814,20,2.23,0
20603.0,35,1,5159.233333333334,5912,20,32.22,0
20608.0,35,1,5689.983333333334,4829,20,100.0,0
53021.0,69,1,2398.5833333333335,5541,20,1.36,0
50956.44211506332,5,2,0.0,5251,13,39.42,1
50956.44211506332,5,2,6.433333333333334,5311,13,52.27,1
50956.44211506332,5,3,2850.3,5311,13,81.17,1
50956.44211506332,30,3,3.466666666666667,5651,20,28.17,1
50956.44211506332,5,3,3.7,3771,13,459.0,1
50956.44211506332,5,2,47.083333333333336,3771,13,-459.0,1
50956.44211506332,5,2,0.2,3771,13,233.68,1
50956.44211506332,4,1,24382.45,7011,20,-245.0,1
50956.44211506332,4,1,26.0,5310,20,95.58,1
50956.44211506332,4,1,2690.883333333333,5651,20,32.1,1
50956.44211506332,5,2,9597.516666666666,5310,13,86.93,1
